Date,Open,High,Low,Close,Adj Close,Volume,Stock Symbol
2023-11-02,175.520004,177.779999,175.460007,177.570007,176.666,77334800,AAPL
2023-11-03,174.240005,176.820007,173.350006,176.649994,175.750656,79763700,AAPL
2023-11-06,176.380005,179.429993,176.210007,179.229996,178.31752,63841300,AAPL
2023-11-07,179.179993,182.440002,178.970001,181.820007,180.894363,70530000,AAPL
2023-11-08,182.350006,183.449997,181.589996,182.889999,181.958908,49340300,AAPL
2023-11-09,182.960007,184.119995,181.809998,182.410004,181.481354,53763500,AAPL
2023-11-10,183.970001,186.570007,183.529999,186.399994,185.695358,66133400,AAPL
2023-11-13,185.820007,186.029999,184.210007,184.800003,184.101395,43627500,AAPL
2023-11-14,187.699997,188.110001,186.300003,187.440002,186.731415,60108400,AAPL
2023-11-15,187.850006,189.5,187.779999,188.009995,187.299271,53790500,AAPL
2023-11-16,189.570007,190.960007,188.649994,189.710007,188.992844,54412900,AAPL
2023-11-17,190.25,190.380005,188.570007,189.690002,188.9729,50922700,AAPL
2023-11-20,189.889999,191.910004,189.880005,191.449997,190.726257,46505100,AAPL
2023-11-21,191.410004,191.520004,189.740005,190.639999,189.919312,38134500,AAPL
2023-11-22,191.490005,192.929993,190.830002,191.309998,190.586792,39617700,AAPL
2023-11-24,190.869995,190.899994,189.25,189.970001,189.251846,24048300,AAPL
2023-11-27,189.919998,190.669998,188.899994,189.789993,189.072525,40552600,AAPL
2023-11-28,189.779999,191.080002,189.399994,190.399994,189.680206,38415400,AAPL
2023-11-29,190.899994,192.089996,188.970001,189.369995,188.654129,43014200,AAPL
2023-11-30,189.839996,190.320007,188.190002,189.949997,189.231934,48794400,AAPL
2023-12-01,190.330002,191.559998,189.229996,191.240005,190.517059,45679300,AAPL
2023-12-04,189.979996,190.050003,187.449997,189.429993,188.713882,43389500,AAPL
2023-12-05,190.210007,194.399994,190.179993,193.419998,192.688812,66628400,AAPL
2023-12-06,194.449997,194.759995,192.110001,192.320007,191.592972,41089700,AAPL
2023-12-07,193.630005,195.0,193.589996,194.270004,193.535599,47477700,AAPL
2023-12-08,194.199997,195.990005,193.669998,195.710007,194.970154,53377300,AAPL
2023-12-11,193.110001,193.490005,191.419998,193.179993,192.449707,60943700,AAPL
2023-12-12,193.080002,194.720001,191.720001,194.710007,193.973953,52696900,AAPL
2023-12-13,195.089996,198.0,194.850006,197.960007,197.21167,70404200,AAPL
2023-12-14,198.020004,199.619995,196.160004,198.110001,197.361084,66831600,AAPL
2023-12-15,197.529999,198.399994,197.0,197.570007,196.82312,128256700,AAPL
2023-12-18,196.089996,196.630005,194.389999,195.889999,195.149475,55751900,AAPL
2023-12-19,196.160004,196.949997,195.889999,196.940002,196.195511,40714100,AAPL
2023-12-20,196.899994,197.679993,194.830002,194.830002,194.093491,52242800,AAPL
2023-12-21,196.100006,197.080002,193.5,194.679993,193.944031,46482500,AAPL
2023-12-22,195.179993,195.410004,192.970001,193.600006,192.868134,37122800,AAPL
2023-12-26,193.610001,193.889999,192.830002,193.050003,192.320221,28919300,AAPL
2023-12-27,192.490005,193.5,191.089996,193.149994,192.41983,48087700,AAPL
2023-12-28,194.139999,194.660004,193.169998,193.580002,192.848221,34049900,AAPL
2023-12-29,193.899994,194.399994,191.729996,192.529999,191.802185,42628800,AAPL
2024-01-02,187.149994,188.440002,183.889999,185.639999,184.938217,82488700,AAPL
2024-01-03,184.220001,185.880005,183.429993,184.25,183.553467,58414500,AAPL
2024-01-04,182.149994,183.089996,180.880005,181.910004,181.222336,71983600,AAPL
2024-01-05,181.990005,182.759995,180.169998,181.179993,180.495071,62303300,AAPL
2024-01-08,182.089996,185.600006,181.5,185.559998,184.858521,59144500,AAPL
2024-01-09,183.919998,185.149994,182.729996,185.139999,184.440109,42841800,AAPL
2024-01-10,184.350006,186.399994,183.919998,186.190002,185.48613,46792900,AAPL
2024-01-11,186.539993,187.050003,183.619995,185.589996,184.888412,49128400,AAPL
2024-01-12,186.059998,186.740005,185.190002,185.919998,185.217163,40444700,AAPL
2024-01-16,182.160004,184.259995,180.929993,183.630005,182.935822,65603000,AAPL
2024-01-17,181.270004,182.929993,180.300003,182.679993,181.989395,47317400,AAPL
2024-01-18,186.089996,189.139999,185.830002,188.630005,187.916931,78005800,AAPL
2024-01-19,189.330002,191.949997,188.820007,191.559998,190.835846,68741000,AAPL
2024-01-22,192.300003,195.330002,192.259995,193.889999,193.157028,60133900,AAPL
2024-01-23,195.020004,195.75,193.830002,195.179993,194.442154,42355600,AAPL
2024-01-24,195.419998,196.380005,194.339996,194.5,193.764725,53631300,AAPL
2024-01-25,195.220001,196.270004,193.110001,194.169998,193.435974,54822100,AAPL
2024-01-26,194.270004,194.759995,191.940002,192.419998,191.692581,44594000,AAPL
2024-01-29,192.009995,192.199997,189.580002,191.729996,191.005203,47145600,AAPL
2024-01-30,190.940002,191.800003,187.470001,188.039993,187.329132,55859400,AAPL
2024-01-31,187.039993,187.100006,184.350006,184.399994,183.702911,55467800,AAPL
2024-02-01,183.990005,186.949997,183.820007,186.860001,186.153625,64885400,AAPL
2024-02-02,179.860001,187.330002,179.25,185.850006,185.14743,102518000,AAPL
2024-02-05,188.149994,189.25,185.839996,187.679993,186.970505,69668800,AAPL
2024-02-06,186.860001,189.309998,186.770004,189.300003,188.584396,43490800,AAPL
2024-02-07,190.639999,191.050003,188.610001,189.410004,188.69397,53439000,AAPL
2024-02-08,189.389999,189.539993,187.350006,188.320007,187.608109,40962000,AAPL
2024-02-09,188.649994,189.990005,188.0,188.850006,188.37616,45155200,AAPL
2024-02-12,188.419998,188.669998,186.789993,187.149994,186.68042,41781900,AAPL
2024-02-13,185.770004,186.210007,183.509995,185.039993,184.575714,56529500,AAPL
2024-02-14,185.320007,185.529999,182.440002,184.149994,183.687943,54630500,AAPL
2024-02-15,183.550003,184.490005,181.350006,183.860001,183.398682,65434500,AAPL
2024-02-16,183.419998,184.850006,181.669998,182.309998,181.852554,49701400,AAPL
2024-02-20,181.789993,182.429993,180.0,181.559998,181.104446,53665600,AAPL
2024-02-21,181.940002,182.889999,180.660004,182.320007,181.862549,41529700,AAPL
2024-02-22,183.479996,184.960007,182.460007,184.369995,183.907379,52292200,AAPL
2024-02-23,185.009995,185.039993,182.229996,182.520004,182.062057,45119700,AAPL
2024-02-26,182.240005,182.759995,180.649994,181.160004,180.70546,40867400,AAPL
2024-02-27,181.100006,183.919998,179.559998,182.630005,182.171768,54318900,AAPL
2024-02-28,182.509995,183.119995,180.130005,181.419998,180.964798,48953900,AAPL
2024-02-29,181.270004,182.570007,179.529999,180.75,180.296478,136682600,AAPL
2024-03-01,179.550003,180.529999,177.380005,179.660004,179.209213,73488000,AAPL
2024-03-04,176.149994,176.899994,173.789993,175.100006,174.66066,81510100,AAPL
2024-03-05,170.759995,172.039993,169.619995,170.119995,169.693146,95132400,AAPL
2024-03-06,171.059998,171.240005,168.679993,169.119995,168.695663,68587700,AAPL
2024-03-07,169.149994,170.729996,168.490005,169.0,168.575958,71765100,AAPL
2024-03-08,169.0,173.699997,168.940002,170.729996,170.30162,76114600,AAPL
2024-03-11,172.940002,174.380005,172.050003,172.75,172.316559,60139500,AAPL
2024-03-12,173.149994,174.029999,171.009995,173.229996,172.795334,59825400,AAPL
2024-03-13,172.770004,173.190002,170.759995,171.130005,170.700623,52488700,AAPL
2024-03-14,172.910004,174.309998,172.050003,173.0,172.565933,72913500,AAPL
2024-03-15,171.169998,172.619995,170.289993,172.619995,172.186874,121664700,AAPL
2024-03-18,175.570007,177.710007,173.520004,173.720001,173.284119,75604200,AAPL
2024-03-19,174.339996,176.610001,173.029999,176.080002,175.638214,55215200,AAPL
2024-03-20,175.720001,178.669998,175.089996,178.669998,178.221695,53423100,AAPL
2024-03-21,177.050003,177.490005,170.839996,171.369995,170.940002,106181300,AAPL
2024-03-22,171.759995,173.050003,170.059998,172.279999,171.847717,71106600,AAPL
2024-03-25,170.570007,171.940002,169.449997,170.850006,170.421326,54288300,AAPL
2024-03-26,170.0,171.419998,169.580002,169.710007,169.28418,57388400,AAPL
2024-03-27,170.410004,173.600006,170.110001,173.309998,172.875137,60273300,AAPL
2024-03-28,171.75,172.229996,170.509995,171.479996,171.049728,65672700,AAPL
2024-04-01,171.190002,171.25,169.479996,170.029999,169.603378,46240500,AAPL
2024-04-02,169.080002,169.339996,168.229996,168.839996,168.416351,49329500,AAPL
2024-04-03,168.789993,170.679993,168.580002,169.649994,169.224335,47691700,AAPL
2024-04-04,170.289993,171.919998,168.820007,168.820007,168.396423,53704400,AAPL
2024-04-05,169.589996,170.389999,168.949997,169.580002,169.15451,42055200,AAPL
2024-04-08,169.029999,169.199997,168.240005,168.449997,168.027344,37425500,AAPL
2024-04-09,168.699997,170.080002,168.350006,169.669998,169.244278,42451200,AAPL
2024-04-10,168.800003,169.089996,167.110001,167.779999,167.359009,49709300,AAPL
2024-04-11,168.339996,175.460007,168.160004,175.039993,174.6008,91070300,AAPL
2024-04-12,174.259995,178.360001,174.210007,176.550003,176.107025,101593300,AAPL
2024-04-15,175.360001,176.630005,172.5,172.690002,172.256699,73531800,AAPL
2024-04-16,171.75,173.759995,168.270004,169.380005,168.955017,73711200,AAPL
2024-04-17,169.610001,170.649994,168.0,168.0,167.578476,50901200,AAPL
2024-04-18,168.029999,168.639999,166.550003,167.039993,166.620865,43122900,AAPL
2024-04-19,166.210007,166.399994,164.080002,165.0,164.585999,67772100,AAPL
2024-04-22,165.520004,167.259995,164.770004,165.839996,165.423874,48116400,AAPL
2024-04-23,165.350006,167.050003,164.919998,166.899994,166.481216,49537800,AAPL
2024-04-24,166.539993,169.300003,166.210007,169.020004,168.595917,48251800,AAPL
2024-04-25,169.529999,170.610001,168.149994,169.889999,169.46373,50558300,AAPL
2024-04-26,169.880005,171.339996,169.179993,169.300003,168.875214,44838400,AAPL
2024-04-29,173.369995,176.029999,173.100006,173.5,173.064667,68169400,AAPL
2024-04-30,173.330002,174.990005,170.0,170.330002,169.902618,65934800,AAPL
2024-05-01,169.580002,172.710007,169.110001,169.300003,168.875214,50383100,AAPL
2024-05-02,172.509995,173.419998,170.889999,173.029999,172.595856,94214900,AAPL
2024-05-03,186.649994,187.0,182.660004,183.380005,182.919876,163224100,AAPL
2024-05-06,182.350006,184.199997,180.419998,181.710007,181.254074,78569700,AAPL
2024-05-07,183.449997,184.899994,181.320007,182.399994,181.942337,77305800,AAPL
2024-05-08,182.850006,183.070007,181.449997,182.740005,182.281494,45057100,AAPL
2024-05-09,182.559998,184.660004,182.110001,184.570007,184.106903,48983000,AAPL
2024-05-10,184.899994,185.089996,182.130005,183.050003,182.838364,50759500,AAPL
2024-05-13,185.440002,187.100006,184.619995,186.279999,186.064636,72044800,AAPL
2024-05-14,187.509995,188.300003,186.289993,187.429993,187.213303,52393600,AAPL
2024-05-15,187.910004,190.649994,187.369995,189.720001,189.500656,70400000,AAPL
2024-05-16,190.470001,191.100006,189.660004,189.839996,189.620514,52845200,AAPL
2024-05-17,189.509995,190.809998,189.179993,189.869995,189.650482,41282900,AAPL
2024-05-20,189.330002,191.919998,189.009995,191.039993,190.819122,44361300,AAPL
2024-05-21,191.089996,192.729996,190.919998,192.350006,192.127625,42309400,AAPL
2024-05-22,192.270004,192.820007,190.270004,190.899994,190.679291,34648500,AAPL
2024-05-23,190.979996,191.0,186.630005,186.880005,186.66394,51005900,AAPL
2024-05-24,188.820007,190.580002,188.039993,189.979996,189.760345,36294600,AAPL
2024-05-28,191.509995,193.0,189.100006,189.990005,189.770355,52280100,AAPL
2024-05-29,189.610001,192.25,189.509995,190.289993,190.069992,53068000,AAPL
2024-05-30,190.759995,192.179993,190.630005,191.289993,191.068832,49947900,AAPL
2024-05-31,191.440002,192.570007,189.910004,192.25,192.027725,75158300,AAPL
2024-06-03,192.899994,194.990005,192.520004,194.029999,193.805664,50080500,AAPL
2024-06-04,194.639999,195.320007,193.029999,194.350006,194.125305,47471400,AAPL
2024-06-05,195.399994,196.899994,194.869995,195.869995,195.643539,54156800,AAPL
2024-06-06,195.690002,196.5,194.169998,194.479996,194.255142,41181800,AAPL
2024-06-07,194.649994,196.940002,194.139999,196.889999,196.662369,53103900,AAPL
2024-06-10,196.899994,197.300003,192.149994,193.119995,192.896713,97262100,AAPL
2024-06-11,193.649994,207.160004,193.630005,207.149994,206.910492,172373300,AAPL
2024-06-12,207.369995,220.199997,206.899994,213.070007,212.823669,198134300,AAPL
2024-06-13,214.740005,216.75,211.600006,214.240005,213.99231,97862700,AAPL
2024-06-14,213.850006,215.169998,211.300003,212.490005,212.244339,70122700,AAPL
2024-06-17,213.369995,218.949997,212.720001,216.669998,216.419495,93728300,AAPL
2024-06-18,217.589996,218.630005,213.0,214.289993,214.042236,79943300,AAPL
2024-06-20,213.929993,214.240005,208.850006,209.679993,209.437576,86172500,AAPL
2024-06-21,210.389999,211.889999,207.110001,207.490005,207.250122,246421400,AAPL
2024-06-24,207.720001,212.699997,206.589996,208.139999,207.899353,80727000,AAPL
2024-06-25,209.149994,211.380005,208.610001,209.070007,208.828293,56713900,AAPL
2024-06-26,211.5,214.860001,210.639999,213.25,213.003448,66213200,AAPL
2024-06-27,214.690002,215.740005,212.350006,214.100006,213.852478,49772700,AAPL
2024-06-28,215.770004,216.070007,210.300003,210.619995,210.37648,82542700,AAPL
2024-07-01,212.089996,217.509995,211.919998,216.75,216.499405,60402900,AAPL
2024-07-02,216.149994,220.380005,215.100006,220.270004,220.015335,58046200,AAPL
2024-07-03,220.0,221.550003,219.029999,221.550003,221.293854,37369800,AAPL
2024-07-05,221.649994,226.449997,221.649994,226.339996,226.078308,60412400,AAPL
2024-07-08,227.089996,227.850006,223.25,227.820007,227.55661,59085900,AAPL
2024-07-09,227.929993,229.399994,226.369995,228.679993,228.415604,48076100,AAPL
2024-07-10,229.300003,233.080002,229.25,232.979996,232.710632,62627700,AAPL
2024-07-11,231.389999,232.389999,225.770004,227.570007,227.3069,64710600,AAPL
2024-07-12,228.919998,232.639999,228.679993,230.539993,230.273453,53046500,AAPL
2024-07-15,236.479996,237.229996,233.089996,234.399994,234.128998,62631300,AAPL
2024-07-16,235.0,236.270004,232.330002,234.820007,234.548523,43234300,AAPL
2024-07-17,229.449997,231.460007,226.639999,228.880005,228.615387,57345900,AAPL
2024-07-18,230.279999,230.440002,222.270004,224.179993,223.920807,66034600,AAPL
2024-07-19,224.820007,226.800003,223.279999,224.309998,224.050659,49151500,AAPL
2024-07-22,227.009995,227.779999,223.089996,223.960007,223.70108,48201800,AAPL
2024-07-23,224.369995,226.940002,222.679993,225.009995,224.749847,39960300,AAPL
2024-07-24,224.0,224.800003,217.130005,218.539993,218.287323,61777600,AAPL
2024-07-25,218.929993,220.850006,214.619995,217.490005,217.238556,51391200,AAPL
2024-07-26,218.699997,219.490005,216.009995,217.960007,217.708008,41601300,AAPL
2024-07-29,216.960007,219.300003,215.75,218.240005,217.987686,36311800,AAPL
2024-07-30,219.190002,220.330002,216.119995,218.800003,218.547043,41643800,AAPL
2024-07-31,221.440002,223.820007,220.630005,222.080002,221.823242,50036300,AAPL
2024-08-01,224.369995,224.479996,217.020004,218.360001,218.107544,62501000,AAPL
2024-08-02,219.149994,225.600006,217.710007,219.860001,219.605804,105568600,AAPL
2024-08-05,199.089996,213.5,196.0,209.270004,209.028061,119548600,AAPL
2024-08-06,205.300003,209.990005,201.070007,207.229996,206.990402,69660500,AAPL
2024-08-07,206.899994,213.639999,206.389999,209.820007,209.577423,63516400,AAPL
2024-08-08,213.110001,214.199997,208.830002,213.309998,213.063385,47161100,AAPL
2024-08-09,212.100006,216.779999,211.970001,216.240005,215.990005,42201600,AAPL
2024-08-12,216.070007,219.509995,215.600006,217.529999,217.529999,37992400,AAPL
2024-08-13,219.104996,221.889999,219.009995,221.464493,221.464493,26464423,AAPL
2023-08-14,129.850006,131.910004,129.589996,131.830002,131.680161,17526200,GOOG
2023-08-15,131.589996,131.990005,129.819,130.270004,130.121933,14769200,GOOG
2023-08-16,129.279999,130.897995,128.460007,129.110001,128.963242,17548400,GOOG
2023-08-17,130.449997,132.490997,129.850006,130.460007,130.311722,23665600,GOOG
2023-08-18,129.059998,129.830002,127.0,128.110001,127.964386,23619400,GOOG
2023-08-21,127.849998,129.259995,127.160004,128.929993,128.783447,21851100,GOOG
2023-08-22,129.130005,130.949997,128.925003,129.690002,129.542587,15569400,GOOG
2023-08-23,130.850006,134.070007,130.509995,133.210007,133.058594,26497000,GOOG
2023-08-24,134.727005,134.970001,130.300003,130.419998,130.271759,18680400,GOOG
2023-08-25,130.139999,131.399994,128.039993,130.690002,130.541458,20678100,GOOG
2023-08-28,132.080002,133.240005,130.850006,131.789993,131.640198,16715500,GOOG
2023-08-29,132.998001,137.294998,132.979996,135.490005,135.335999,30803300,GOOG
2023-08-30,135.570007,137.25,135.020996,136.929993,136.774353,21773400,GOOG
2023-08-31,137.050003,138.399994,136.820007,137.350006,137.193878,28147900,GOOG
2023-09-01,138.429993,138.580002,135.940002,136.800003,136.644501,16665700,GOOG
2023-09-05,136.440002,137.369995,135.559998,136.710007,136.554611,17730200,GOOG
2023-09-06,137.014999,137.479996,134.690002,135.369995,135.216125,15814300,GOOG
2023-09-07,134.600006,136.580002,133.960007,136.199997,136.045181,16976000,GOOG
2023-09-08,135.869995,137.514999,135.869995,137.199997,137.044052,17810700,GOOG
2023-09-11,137.380005,138.264008,136.550003,137.740005,137.583435,17180800,GOOG
2023-09-12,137.130005,137.639999,135.929993,136.070007,135.915344,15212900,GOOG
2023-09-13,135.899994,137.699997,134.929993,137.5,137.343704,16394900,GOOG
2023-09-14,138.389999,139.550003,137.059998,138.990005,138.832016,19064600,GOOG
2023-09-15,138.800003,139.360001,137.179993,138.300003,138.142807,48947600,GOOG
2023-09-18,137.630005,139.929993,137.630005,138.960007,138.802063,16233600,GOOG
2023-09-19,138.25,139.175003,137.5,138.830002,138.672195,15479100,GOOG
2023-09-20,138.830002,138.839996,134.520004,134.589996,134.437012,21473500,GOOG
2023-09-21,132.389999,133.190002,131.089996,131.360001,131.210693,22042700,GOOG
2023-09-22,131.679993,133.009995,130.509995,131.25,131.100815,17348700,GOOG
2023-09-25,130.770004,132.220001,130.029999,132.169998,132.01976,14650000,GOOG
2023-09-26,130.914001,131.404999,128.190002,129.449997,129.302856,20378800,GOOG
2023-09-27,129.440002,131.720001,129.380005,131.460007,131.310577,18764200,GOOG
2023-09-28,130.690002,134.179993,130.690002,133.130005,132.978683,18201400,GOOG
2023-09-29,134.080002,134.889999,131.320007,131.850006,131.700134,23224200,GOOG
2023-10-02,132.154999,135.360001,132.065002,135.169998,135.016357,19210400,GOOG
2023-10-03,134.929993,135.240005,132.815002,133.300003,133.148483,19628700,GOOG
2023-10-04,133.660004,136.570007,133.429993,136.270004,136.115112,22848000,GOOG
2023-10-05,136.130005,136.5,134.455002,135.990005,135.835434,15922900,GOOG
2023-10-06,134.940002,139.186005,134.940002,138.729996,138.572311,20819300,GOOG
2023-10-09,137.990005,139.970001,136.699997,139.5,139.341431,16599100,GOOG
2023-10-10,139.509995,140.740005,138.429993,139.199997,139.041779,19554900,GOOG
2023-10-11,139.850006,142.220001,139.839996,141.699997,141.538925,20146300,GOOG
2023-10-12,142.160004,142.380005,139.449997,140.289993,140.130524,18173100,GOOG
2023-10-13,140.649994,141.339996,137.970001,138.580002,138.422485,19438700,GOOG
2023-10-16,139.729996,140.904999,139.320007,140.490005,140.330322,17345600,GOOG
2023-10-17,140.029999,141.25,138.529007,140.990005,140.829742,17424000,GOOG
2023-10-18,140.75,141.990005,138.705002,139.279999,139.121689,18304900,GOOG
2023-10-19,139.800003,141.005005,138.600006,138.979996,138.822021,21831200,GOOG
2023-10-20,138.589996,139.039993,136.244995,136.740005,136.584579,24953900,GOOG
2023-10-23,136.229996,139.020004,135.110001,137.899994,137.743256,20780700,GOOG
2023-10-24,139.160004,140.710007,138.75,140.119995,139.960724,26535200,GOOG
2023-10-25,129.770004,130.100006,126.089996,126.669998,126.526016,58796100,GOOG
2023-10-26,124.470001,125.459999,122.32,123.440002,123.29969,33907400,GOOG
2023-10-27,124.029999,124.440002,121.459999,123.400002,123.259735,37367700,GOOG
2023-10-30,124.459999,126.550003,123.879997,125.75,125.607063,24165600,GOOG
2023-10-31,126.269997,126.559998,123.925003,125.300003,125.157578,21123400,GOOG
2023-11-01,125.339996,127.739998,124.925003,127.57,127.424995,26536600,GOOG
2023-11-02,129.559998,130.089996,128.110001,128.580002,128.433853,24091700,GOOG
2023-11-03,129.089996,130.729996,129.009995,130.369995,130.221802,19517900,GOOG
2023-11-06,130.220001,131.559998,129.929993,131.449997,131.300583,15360400,GOOG
2023-11-07,131.979996,133.279999,131.139999,132.399994,132.249496,19223800,GOOG
2023-11-08,132.360001,133.539993,132.160004,133.259995,133.108521,15093600,GOOG
2023-11-09,133.360001,133.960007,131.509995,131.690002,131.540314,17976500,GOOG
2023-11-10,131.529999,134.270004,130.869995,134.059998,133.907623,20872900,GOOG
2023-11-13,133.360001,134.110001,132.770004,133.639999,133.488098,16409900,GOOG
2023-11-14,135.649994,137.240005,135.100006,135.429993,135.276062,22317300,GOOG
2023-11-15,136.639999,136.839996,135.330002,136.380005,136.224991,15840900,GOOG
2023-11-16,136.960007,138.880005,136.080002,138.699997,138.542343,17615100,GOOG
2023-11-17,137.820007,138.0,135.479996,136.940002,136.784348,25565300,GOOG
2023-11-20,135.5,138.425003,135.490005,137.919998,137.763229,19569400,GOOG
2023-11-21,137.940002,138.964996,137.705002,138.619995,138.462433,17648100,GOOG
2023-11-22,139.100006,141.100006,139.0,140.020004,139.860855,17306400,GOOG
2023-11-24,139.539993,139.677002,137.470001,138.220001,138.062897,8828600,GOOG
2023-11-27,137.570007,139.630005,137.539993,138.050003,137.893082,17886400,GOOG
2023-11-28,137.630005,138.660004,137.039993,138.619995,138.462433,17046900,GOOG
2023-11-29,138.985001,139.669998,136.294998,136.399994,136.244949,21014700,GOOG
2023-11-30,136.399994,136.960007,132.789993,133.919998,133.767776,29913500,GOOG
2023-12-01,133.320007,133.5,132.151993,133.320007,133.168472,24258400,GOOG
2023-12-04,131.294006,131.449997,129.399994,130.630005,130.481522,24117100,GOOG
2023-12-05,130.369995,133.539993,129.729996,132.389999,132.239517,19235100,GOOG
2023-12-06,132.899994,133.309998,131.309998,131.429993,131.280594,16360600,GOOG
2023-12-07,136.600006,140.0,136.229996,138.449997,138.292633,38419400,GOOG
2023-12-08,135.660004,137.990005,135.570007,136.639999,136.48468,22990900,GOOG
2023-12-11,133.820007,134.789993,132.889999,134.699997,134.54689,24502900,GOOG
2023-12-12,133.270004,134.539993,132.830002,133.639999,133.488098,26584000,GOOG
2023-12-13,134.544998,134.779999,132.949997,133.970001,133.817719,25414500,GOOG
2023-12-14,134.770004,135.035004,131.059998,133.199997,133.048599,29619100,GOOG
2023-12-15,132.919998,134.830002,132.630005,133.839996,133.687866,58569400,GOOG
2023-12-18,133.860001,138.380005,133.770004,137.190002,137.034058,25699800,GOOG
